team_id,team_name
team__cmu,CMU
team__mit_team_1,MIT Team #1
team__mit_team_2,MIT Team #2
team__quizbowlers,Quizbowlers
team__university_of_alabama_birmingham,University of Alabama Birmingham
team__where_is_the_goal_keeper,where is the goal keeper
