rank,team_id,name,wins,losses,points_per_game,4s,-4s,0s,tossups_heard,bonuses_heard,bonus_points,points_per_bonus
1,1,Noho A,4,0,96.0,36,15,21,72,36,300,8.333333333333334
2,2,Noho B,0,4,69.0,27,8,37,72,27,200,7.407407407407407
