rank,team_id,name,points_per_game,4s,-4s,0s,tossups_heard,bonuses_heard,bonus_points,points_per_bonus
1,1,Noho A,28.0,9,1,2,12,9,80,8.88888888888889
2,2,Noho B,0.5,1,3,8,12,1,10,10.0
