rank,team_id,name,points_per_game,4s,-4s,0s,tossups_heard,bonuses_heard,bonus_points,points_per_bonus
1,2,Noho B,15.0,5,0,7,12,5,40,8.0
2,1,Noho A,12.0,5,3,4,12,5,40,8.0
