rank,team_id,name,points_per_game,4s,-4s,0s,tossups_heard,bonuses_heard,bonus_points,points_per_bonus
1,5,where is the goal keeper,21.2,21,3,16,40,21,140,6.666666666666667
2,6,University of Alabama Birmingham,20.2,17,4,19,40,17,150,8.823529411764707
3,1,MIT Team #1,20.0,23,13,8,44,23,180,7.826086956521739
4,2,CMU,16.6,18,4,18,40,18,110,6.111111111111111
5,3,Quizbowlers,13.4,15,4,21,40,15,90,6.0
6,4,MIT Team #2,13.272727272727273,18,9,17,44,18,110,6.111111111111111
